Jackknife_ID	Sum_fxy_HIGH	Sum_fyx_HIGH	Sum_fxy_MODERATE	Sum_fyx_MODERATE	Sum_fxy_LOW	Sum_fyx_LOW	Sum_fxy_MODIFIER	Sum_fyx_MODIFIER	Sum_fxy_INTERGENIC	Sum_fyx_INTERGENIC
2	427.756250	365.556250	12899.852083	11336.052083	37297.481250	33474.406250	2260032.170835	2010408.537498	1226446.712499	1090798.270832
30	428.879167	365.604167	12839.266667	11296.433333	37173.056250	33349.256250	2260638.970835	2011224.479165	1229789.349999	1094026.008332
31	429.022917	364.689583	12867.172917	11318.589583	37309.541667	33496.275000	2259757.775002	2010168.866665	1227562.077082	1091765.202082
32	425.922917	363.414583	12899.260417	11343.643750	37379.341667	33547.508333	2261555.000002	2011661.341665	1225988.283332	1090269.016665
33	429.889583	365.114583	12907.279167	11356.829167	37330.147917	33509.806250	2259689.472919	2010667.747915	1227986.333332	1092653.708332
34	428.314583	364.897917	12880.183333	11336.441667	37218.683333	33432.141667	2258829.060419	2009408.427082	1226386.210416	1090797.310415
35	428.914583	365.539583	12952.739583	11399.089583	37423.685417	33607.635417	2262158.614586	2012310.806248	1225607.920832	1089910.345832
36	431.118750	367.677083	12975.510417	11414.302083	37546.093750	33710.110417	2273960.714586	2022762.939582	1232607.237499	1096090.412498
37	429.306250	366.031250	12853.177083	11320.243750	37187.518750	33381.393750	2264495.658336	2015100.624998	1232628.693749	1096685.143748
38	428.539583	365.764583	12919.452083	11363.060417	37332.712500	33510.345833	2259220.381252	2010051.197915	1228417.260416	1092820.493748
39	428.160417	366.118750	12886.589583	11340.622917	37330.125000	33514.341667	2258962.370835	2009764.045832	1228577.072916	1093155.622915
3	428.843750	364.610417	12897.629167	11345.787500	37329.022917	33525.831250	2259681.120835	2010358.895832	1227880.479166	1092419.195832
40	429.350000	365.066667	12908.604167	11347.779167	37330.764583	33512.389583	2260700.597919	2010654.622915	1230144.670832	1093863.987498
41	427.343750	363.502083	12847.439583	11312.039583	37165.604167	33393.579167	2259166.958335	2009909.216665	1228915.039582	1093169.581248
42	428.143750	364.418750	12884.341667	11344.925000	37260.366667	33468.916667	2259170.672919	2009628.597915	1227061.393749	1091194.477082
43	427.460417	362.418750	12888.577083	11333.127083	37251.070833	33453.745833	2260183.345835	2011548.604165	1228050.885416	1092715.893748
44	431.306250	366.989583	12968.347917	11413.031250	37537.495833	33707.112500	2283059.156253	2031274.072915	1240993.960416	1103914.177082
45	427.689583	363.347917	12833.837500	11308.112500	37231.335417	33435.360417	2262831.193752	2014379.077081	1230162.745832	1094784.704165
46	428.902083	366.052083	12851.954167	11310.470833	37244.591667	33430.400000	2258263.810419	2008873.077081	1225883.516666	1090296.583332
47	427.827083	365.502083	12867.795833	11334.779167	37282.850000	33500.883333	2259935.727085	2010914.493748	1229689.931249	1093770.597915
48	427.889583	361.647917	12850.433333	11288.991667	37159.016667	33329.366667	2260023.135419	2009733.410415	1229386.279166	1093027.845832
49	427.835417	365.260417	12868.589583	11307.672917	37225.572917	33406.272917	2260390.783335	2010031.766665	1230017.364582	1093508.414582
4	424.260417	363.577083	12823.687500	11288.695833	37148.883333	33369.433333	2259765.506252	2010466.372915	1227932.824999	1092360.699998
50	428.747917	365.256250	12916.325000	11362.325000	37309.829167	33494.629167	2260166.850002	2010118.183332	1227163.643749	1091187.618748
51	429.018750	366.818750	12856.472917	11312.239583	37138.581250	33344.556250	2265481.339586	2015588.256248	1231862.002082	1095826.893748
52	431.368750	367.677083	12984.718750	11423.927083	37571.972917	33731.114583	2284010.539586	2032079.772915	1241518.558332	1104376.783332
53	425.556250	362.481250	12872.962500	11319.329167	37230.872917	33400.506250	2264792.797919	2014522.114582	1230221.408332	1094109.316665
54	427.022917	364.681250	12893.658333	11341.733333	37240.508333	33426.058333	2259116.997919	2010070.781248	1228326.727082	1092674.510415
55	428.868750	365.385417	12915.441667	11359.941667	37368.250000	33546.916667	2261010.493752	2011743.427082	1227204.189582	1091633.672915
56	428.677083	365.360417	12886.631250	11334.706250	37342.785417	33509.360417	2260240.752085	2010593.102082	1227032.693749	1091362.835415
57	429.660417	366.335417	12889.089583	11331.647917	37279.147917	33461.906250	2258717.227085	2009593.710415	1227061.868749	1091607.368748
58	429.785417	366.077083	12925.677083	11369.293750	37365.570833	33567.437500	2260034.877085	2011433.018748	1224444.604166	1089729.654165
59	427.618750	364.502083	12817.181250	11282.122917	37265.062500	33448.154167	2274299.027086	2023162.352081	1236594.383332	1099915.158332
5	428.372917	365.181250	12919.752083	11362.668750	37362.162500	33552.445833	2259555.500002	2010313.633332	1228403.899999	1092880.124998
60	425.410417	364.085417	12796.160417	11253.318750	36875.335417	33148.060417	2266848.320836	2016612.020831	1232673.652082	1096421.418748
61	425.493750	362.702083	12721.979167	11196.137500	37010.718750	33251.652083	2259620.714586	2010633.514581	1228509.968749	1092896.227082
62	422.964583	361.606250	12833.970833	11294.312500	37004.079167	33275.762500	2257935.245836	2009370.720831	1228420.220832	1093017.945832
63	426.718750	365.310417	12868.762500	11326.179167	37253.581250	33465.456250	2261154.058336	2011204.266665	1227883.768749	1091769.918748
64	427.647917	364.572917	12877.104167	11328.345833	37182.750000	33375.458333	2260490.270835	2011145.704165	1229096.960416	1093380.693748
65	424.935417	360.693750	12798.447917	11292.131250	37129.722917	33362.922917	2262612.862502	2015049.087498	1231686.762499	1096486.329165
66	428.052083	365.243750	12940.816667	11384.208333	37454.560417	33623.785417	2278723.883336	2027225.633331	1239042.460416	1102119.277082
67	428.116667	366.166667	12868.033333	11328.416667	37290.645833	33462.804167	2265198.616669	2014957.491665	1229299.541666	1093371.816665
68	429.102083	365.268750	12876.389583	11332.406250	37225.095833	33452.104167	2259421.831252	2010087.756248	1227507.320832	1091751.862498
69	428.739583	365.947917	12920.389583	11367.622917	37372.260417	33568.368750	2261016.766669	2011550.424998	1227944.195832	1092088.420832
6	425.514583	363.639583	12770.214583	11241.206250	37117.960417	33331.685417	2259656.885419	2009581.052082	1231680.202082	1095397.493748
70	429.181250	366.656250	12893.935417	11341.602083	37324.183333	33509.891667	2259495.014586	2010258.464581	1224702.679166	1089282.804165
71	427.431250	365.439583	12908.554167	11356.854167	37305.897917	33478.556250	2259163.347919	2010469.606248	1229468.529166	1093842.129165
72	428.575000	365.541667	12923.056250	11364.464583	37371.150000	33537.575000	2272729.143752	2022055.510415	1235602.695832	1099134.562498
73	429.410417	365.885417	12893.097917	11355.156250	37282.039583	33485.106250	2262498.695836	2013678.995831	1229297.356249	1093853.956248
74	429.885417	366.193750	12916.779167	11358.020833	37331.450000	33492.741667	2260429.910419	2010193.010415	1228824.364582	1092562.247915
75	429.910417	365.710417	12881.354167	11338.770833	37275.020833	33456.245833	2260583.066669	2010560.674998	1229196.420832	1093088.970832
76	428.035417	362.852083	12848.520833	11293.987500	37125.102083	33304.493750	2258956.081252	2009742.906248	1230466.256249	1094647.456248
77	429.035417	365.977083	12896.935417	11333.518750	37214.468750	33394.318750	2260839.735419	2011450.268748	1229844.452082	1094023.168748
78	428.222917	363.864583	12919.783333	11349.108333	37405.022917	33559.189583	2279046.385419	2027529.510415	1239289.793749	1102271.527082
79	429.410417	364.835417	12897.150000	11344.291667	37291.822917	33488.456250	2262722.083336	2013180.233331	1229067.977082	1093232.268748
7	426.835417	361.810417	12850.497917	11291.606250	37192.458333	33357.700000	2259328.431252	2010074.872915	1228446.529166	1092605.320832
80	430.639583	366.681250	12881.622917	11323.064583	37256.458333	33454.391667	2259178.260419	2009889.343748	1227479.516666	1091846.249998
81	427.839583	364.747917	12883.608333	11329.166667	37319.014583	33492.489583	2261235.033336	2011319.791665	1226572.702082	1090653.810415
82	427.256250	365.947917	12930.760417	11376.693750	37398.362500	33551.337500	2260148.041669	2010719.858331	1226464.085416	1090816.527082
83	429.910417	366.802083	12930.681250	11365.664583	37426.187500	33590.504167	2272774.131252	2021836.331248	1235246.297916	1098584.931248
84	424.818750	363.352083	12782.714583	11235.306250	37050.522917	33242.097917	2263975.993752	2013941.927081	1231506.122916	1095344.031248
85	428.885417	364.593750	12855.252083	11308.177083	37270.362500	33477.087500	2259511.172919	2009758.514582	1229905.952082	1093606.685415
86	428.275000	365.100000	12912.964583	11363.989583	37343.039583	33527.656250	2258823.220835	2009787.687498	1228894.049999	1093238.858332
87	428.097917	366.239583	12857.031250	11312.931250	37215.643750	33389.193750	2261207.258336	2011611.691665	1230910.189582	1094907.414582
88	430.210417	366.335417	12976.377083	11414.968750	37542.147917	33703.156250	2279034.125002	2027431.991665	1238691.522916	1101747.539582
89	427.860417	363.252083	12852.845833	11318.162500	37165.993750	33356.535417	2265843.650002	2015933.208331	1231553.554166	1095421.387498
8	426.177083	362.768750	12900.175000	11332.666667	37302.987500	33467.070833	2259205.368752	2009449.235415	1227513.399999	1091646.258332
90	422.864583	360.364583	12807.589583	11283.839583	36906.897917	33211.789583	2258779.102085	2010386.252081	1230490.058332	1094940.941665
91	414.058333	350.241667	12518.695833	10990.295833	36734.437500	32904.254167	2262552.397919	2012534.222915	1230197.468749	1094098.077082
92	418.322917	358.297917	12663.541667	11144.966667	36679.956250	32921.847917	2266387.541669	2016328.266665	1232595.472916	1096343.289582
93	428.885417	364.293750	12837.354167	11293.204167	37101.089583	33309.064583	2262245.791669	2012808.883331	1231536.602082	1095468.910415
94	426.197917	365.164583	12840.185417	11303.218750	37112.575000	33322.683333	2259472.558335	2010551.924998	1229040.602082	1093492.993748
95	421.177083	358.293750	12759.585417	11218.593750	36916.481250	33159.131250	2258020.256252	2008864.989582	1227751.683332	1092214.099998
96	427.627083	362.985417	12852.031250	11301.989583	37054.110417	33267.043750	2263091.854169	2013421.254165	1231380.099999	1095298.824998
97	417.460417	355.577083	12826.754167	11287.754167	36913.806250	33178.906250	2257574.277085	2009065.152082	1229767.943749	1094138.860415
98	423.964583	364.381250	12850.118750	11295.177083	37105.664583	33320.489583	2256304.106252	2007877.897915	1225165.385416	1089839.035415
99	427.835417	364.910417	12898.587500	11332.595833	37252.870833	33426.920833	2260069.145835	2010623.720831	1227193.364582	1091704.197915
9	428.039583	364.872917	12891.922917	11355.556250	37232.908333	33430.800000	2259987.487502	2010503.170832	1227162.035416	1091437.060415
