Jackknife_ID	Sum_fxy_HIGH	Sum_fyx_HIGH	Sum_fxy_MODERATE	Sum_fyx_MODERATE	Sum_fxy_LOW	Sum_fyx_LOW	Sum_fxy_MODIFIER	Sum_fyx_MODIFIER	Sum_fxy_INTERGENIC	Sum_fyx_INTERGENIC
100	364.039425	235.503710	12293.208145	8195.127192	31674.656567	20543.580377	33696.657649	21946.776696	998072.205052	652217.840765
101	359.225655	233.586369	12122.137183	8071.181230	31082.492272	20153.087510	33431.142937	21765.444127	990866.421778	647064.296777
102	360.316885	232.838313	12088.414187	8043.254663	31055.862708	20101.060327	33428.735357	21755.372262	990892.098356	646938.130497
103	362.709107	235.944821	12204.346528	8131.022718	31428.270030	20363.880744	33428.475437	21755.754008	992312.561312	648071.292263
104	364.946488	236.829821	12311.623770	8208.703532	31723.607897	20572.595992	33764.088502	21988.143264	999888.292066	653248.131350
105	359.451349	233.197778	12103.571002	8084.571002	31161.199940	20268.684464	33388.012490	21773.018442	989529.697810	647611.906142
106	361.982202	235.472679	12247.738710	8166.606567	31544.130119	20463.225357	33409.035873	21755.501349	987581.923346	645178.594773
107	359.083492	230.637063	12147.185804	8086.856042	31241.992063	20225.084921	33467.808790	21785.540933	991708.225965	647599.655725
108	364.696488	236.579821	12314.499663	8210.585377	31727.924861	20577.154623	33767.480109	21990.739633	1000076.419735	653413.625685
109	358.328472	233.782044	12074.080565	8058.291280	30953.656944	20092.427183	33501.213591	21811.070734	993492.653623	648864.295289
10	363.809583	235.978631	12254.123750	8173.240417	31525.137956	20454.948671	33567.690694	21876.984742	995182.098197	650460.062481
11	360.623373	234.188849	12164.602063	8123.262778	31287.652798	20335.339702	33441.245903	21791.238760	990684.306738	647532.697213
12	359.678631	235.102440	12143.588085	8129.444038	31395.720546	20396.076498	33426.638552	21781.176647	989456.076679	646896.131439
13	356.027044	232.628234	12171.008194	8122.580813	31333.349474	20337.562569	33429.987867	21778.281915	990890.646312	647760.410596
14	363.947232	236.390089	12257.323294	8176.110198	31564.600417	20477.517083	33440.813502	21783.423026	990264.650905	647358.603285
15	359.750456	234.969504	12172.615675	8133.138294	31416.664663	20382.030139	33380.220109	21748.462966	988118.940082	646112.286509
16	360.909385	234.252242	12219.938710	8148.404187	31449.498611	20410.470040	33417.209841	21781.430079	991116.162363	647881.504029
17	364.489147	236.279623	12272.868671	8184.571052	31584.579573	20492.373621	33382.779464	21742.086607	988252.338455	645421.380120
18	357.710972	229.587163	12083.136746	8021.655794	31191.194563	20183.401706	33449.272827	21763.809732	990737.152135	646879.112848
