Jackknife	Origin	Alternate_HIGH	Total_HIGH	Alternate_MODERATE	Total_MODERATE	Alternate_LOW	Total_LOW	Alternate_MODIFIER	Total_MODIFIER	Alternate_INTERGENIC	Total_INTERGENIC
23	introduced	8344	41200	282278	1342358	751358	3558688	42681612	212201154	23349914	115573778
23	native	4822	29930	163940	973106	434092	2580052	24722136	153684938	13553186	83707908
24	introduced	8298	41044	281335	1339370	749042	3546556	42690256	212242172	23437778	115957338
24	native	4816	29824	163429	970990	432635	2571278	24716252	153712428	13595532	83984078
25	introduced	8317	41018	280746	1337768	747674	3543658	42679930	212144228	23398189	115727470
25	native	4826	29802	163286	969852	432072	2569140	24724421	153643118	13578604	83818690
26	introduced	8358	41208	281811	1340832	750027	3551002	42689690	212234740	23451799	116031804
26	native	4842	29936	163695	972042	433236	2574410	24719194	153707322	13605907	84038652
27	introduced	8252	41066	281858	1341634	748044	3546440	42643278	212230732	23418628	115910868
27	native	4785	29832	163803	972668	432278	2571268	24699570	153712116	13588317	83955306
28	introduced	8290	40868	282042	1342214	749398	3549806	42893444	213230850	23534864	116394418
28	native	4801	29688	163875	972988	432798	2573496	24836057	154437494	13650897	84307114
29	introduced	8338	41054	280274	1333882	745718	3535700	42821658	212951344	23531890	116392016
29	native	4824	29830	162570	966812	430331	2563224	24788501	154227642	13645018	84301080
2	introduced	8341	41140	282741	1343290	751118	3553978	42808690	212483508	23445785	115787920
2	native	4833	29892	164169	973856	433708	2576614	24786518	153899416	13599599	83869924
30	introduced	8289	41006	280980	1336238	746930	3539636	42699200	212293050	23453046	115961026
30	native	4806	29794	163169	968650	431702	2566062	24721849	153751926	13600241	83989050
31	introduced	8323	41074	281332	1338682	750596	3553490	42690471	212133986	23398645	115690584
31	native	4819	29838	163233	970474	433177	2576110	24694478	153636310	13557636	83793178
32	introduced	8296	40904	282290	1342386	751244	3558422	42711172	212241396	23359139	115496660
32	native	4805	29714	163880	973200	433894	2579786	24727968	153717182	13549461	83654084
33	introduced	8357	41172	281985	1342298	749936	3553438	42676482	212128504	23409941	115737510
33	native	4837	29910	163727	973090	433147	2576298	24704129	153632712	13575388	83826968
34	introduced	8321	41034	281351	1339010	748512	3545124	42675219	212036978	23378648	115572762
34	native	4803	29802	163449	970676	432601	2570318	24722894	153567562	13568933	83708354
35	introduced	8350	41152	282816	1347226	751534	3562972	42634747	212306818	23287071	115443678
35	native	4834	29894	164322	976644	434302	2583158	24694713	153762264	13514310	83613722
36	introduced	8378	41348	283785	1350202	754866	3575790	42919852	213478300	23462391	116156060
36	native	4853	30042	164827	978838	435960	2592416	24844000	154614536	13603406	84132466
37	introduced	8334	41168	281333	1338016	747566	3541256	42762758	212623584	23489750	116191252
37	native	4837	29920	163329	969924	431695	2567482	24751208	153991926	13620565	84155678
38	introduced	8353	41174	282591	1343914	751076	3556016	42721848	212168442	23432631	115826312
38	native	4834	29910	164077	974276	433884	2577972	24728037	153662240	13588563	83891342
39	introduced	8344	41126	282048	1340868	750792	3555312	42706362	212185570	23440550	115867738
39	native	4833	29882	163765	972046	433763	2577580	24732463	153672844	13597483	83920958
3	introduced	8338	41114	282820	1343834	752544	3559216	42837172	212483432	23494661	115932066
3	native	4837	29876	164247	974180	434601	2580452	24801656	153895744	13627647	83970538
40	introduced	8374	41158	282408	1342470	751260	3554962	42719891	212195062	23453790	115941614
40	native	4850	29900	164021	973276	433825	2577326	24720416	153689008	13595489	83978522
41	introduced	8253	40832	281275	1336708	747661	3539408	42678364	212060672	23433878	115812826
41	native	4767	29654	163290	969004	431955	2566112	24708115	153588008	13594158	83884542
42	introduced	8293	40968	281937	1340982	748709	3548980	42643971	212078372	23372270	115639206
42	native	4809	29766	163791	972134	432597	2573000	24689784	153596310	13558397	83754806
43	introduced	8268	40936	281334	1339706	748303	3547110	42685481	212303614	23397004	115795448
43	native	4799	29740	163382	971174	432123	2571436	24720448	153753140	13573785	83865238
44	introduced	8367	41308	283689	1349846	754594	3574764	43130115	214390422	23654645	116989612
44	native	4848	30014	164769	978528	435855	2591664	24972387	155273682	13720845	84735364
45	introduced	8315	40972	281363	1337306	748628	3546818	42730229	212519786	23434473	115970772
45	native	4816	29764	163361	969496	432522	2571452	24738823	153921370	13591507	83998788
46	introduced	8321	41132	280840	1337204	749311	3546960	42678407	212007826	23372551	115531318
46	native	4824	29878	163225	969452	432670	2571592	24709605	153552124	13555049	83681808
47	introduced	8315	41062	281814	1339732	750347	3552170	42708352	212175624	23444012	115901052
47	native	4818	29824	163563	971230	433036	2575304	24718645	153672480	13596077	83948148
