Jackknife_ID	Sum_fxy_HIGH	Sum_fyx_HIGH	Sum_fxy_MODERATE	Sum_fyx_MODERATE	Sum_fxy_LOW	Sum_fyx_LOW	Sum_fxy_MODIFIER	Sum_fyx_MODIFIER	Sum_fxy_INTERGENIC	Sum_fyx_INTERGENIC
100	431.526858	381.771482	13519.388291	11439.614139	38838.964199	33867.535935	43686.116422	37761.199269	1289261.219955	1115259.492106
101	425.640431	375.959298	13350.461981	11283.984456	38158.115878	33283.397479	43354.968473	37471.665100	1281086.364588	1108018.967113
102	426.235023	376.264748	13272.429292	11242.090349	37967.072652	33139.560477	43275.261813	37411.159035	1278677.548770	1105872.788670
103	430.193145	379.650649	13438.377520	11364.082011	38541.972321	33599.872429	43359.839377	37471.060806	1282218.636610	1108945.950661
104	431.725595	382.085371	13535.562793	11450.892879	38881.801643	33900.486383	43756.717778	37813.780675	1291087.707939	1116687.238585
105	426.351075	375.714134	13336.162541	11278.485990	38292.933777	33381.143282	43336.276288	37443.092468	1279460.337849	1106466.431699
106	429.095955	379.851564	13461.699560	11388.391948	38628.675486	33685.188509	43290.405731	37410.652665	1274031.563870	1102193.616955
107	423.174648	373.654626	13328.980569	11289.549202	38254.441944	33346.583016	43344.605354	37448.146859	1280344.723749	1107295.155712
108	431.657413	381.835371	13539.289939	11454.865336	38888.898511	33906.222772	43761.150267	37818.527035	1291305.378048	1116900.323557
109	424.509012	376.936466	13299.529436	11244.784721	37987.856585	33113.072927	43438.883556	37529.881825	1282916.045366	1109613.046088
10	428.653044	380.209033	13437.258944	11374.001621	38573.605681	33627.899602	43436.257851	37534.549914	1283471.798964	1110157.418157
11	427.521944	378.551165	13402.883882	11340.920678	38465.641828	33533.914339	43386.579203	37496.431133	1280238.596262	1107230.404127
12	425.021460	376.103585	13375.657574	11332.057484	38492.328073	33588.276865	43294.665961	37415.804579	1277348.837398	1105113.693820
13	424.753467	374.510087	13376.914495	11316.594491	38358.280063	33442.636015	43296.818113	37428.546377	1278941.124677	1106244.372152
14	430.247294	380.262229	13477.688842	11404.141114	38667.059076	33714.283445	43317.598924	37430.397643	1278551.885350	1105968.164445
15	426.487243	376.755857	13400.246951	11342.198340	38515.749666	33575.661571	43269.693404	37391.178343	1276786.595696	1104042.626451
16	426.625772	379.275068	13429.443317	11357.769652	38530.887407	33611.802720	43277.990926	37406.628408	1279887.391614	1107057.179024
17	430.800216	381.192568	13496.401033	11420.877693	38698.613921	33743.374076	43269.962057	37406.107620	1276558.040969	1104169.930526
18	421.813494	372.389450	13285.671336	11227.475232	38327.664411	33369.735028	43380.197020	37473.941122	1280281.651887	1107062.404485
19	423.267346	374.960960	13099.312196	11056.865984	38286.039103	33371.735658	43602.307504	37672.172493	1286939.764915	1112714.432809
1	427.742211	378.917897	13404.347170	11341.575471	38476.898335	33556.866625	43360.178215	37477.820820	1278703.079983	1105997.046831
20	430.409307	380.147114	13429.724511	11359.640475	38646.886157	33697.660580	43417.261732	37536.018117	1279850.497162	1107209.562566
21	430.652994	381.010371	13471.747067	11404.400494	38695.467754	33741.177134	43287.309101	37425.281233	1273451.151726	1101988.059014
22	429.453625	380.355826	13451.305061	11386.216515	38597.833246	33659.222352	43258.509504	37390.623520	1275853.178273	1103798.163303
23	430.993777	380.604311	13448.057907	11389.040627	38684.100821	33735.968209	43301.927463	37435.429447	1275484.858974	1103690.699739
24	428.879233	378.063432	13415.778971	11358.882037	38534.557302	33605.588561	43292.320771	37421.484876	1279190.274168	1106908.661867
25	429.292388	380.029437	13420.118291	11348.342335	38509.651856	33573.765023	43265.156933	37394.309205	1276699.028007	1104363.647290
26	430.183613	380.707783	13430.259158	11371.028368	38593.290079	33661.723376	43303.264108	37420.007236	1280196.400211	1107164.447163
27	428.746548	378.628294	13452.088392	11381.083143	38550.503722	33616.438985	43311.635941	37426.070988	1278821.903327	1105879.766315
28	427.211944	377.681064	13452.203026	11376.420270	38574.236278	33623.646505	43510.052191	37605.015935	1284216.378056	1110730.357007
29	428.191820	379.022177	13356.122779	11302.267531	38440.284000	33502.065927	43447.726484	37550.250600	1284250.948032	1110591.293217
2	428.472628	379.949071	13444.449616	11371.917942	38595.362619	33649.081829	43286.798682	37413.410731	1275395.842939	1103124.807857
