Jackknife	Sample	HIGH	MODERATE	LOW	MODIFIER	Total_Alleles
38	DL2524	2868	125148	429109	21913282	57539784
38	VT29	2749	119461	415500	21128467	56556612
38	DL23523	3084	127946	442435	22716470	59525920
38	PZ29	1555	68841	223784	11077469	60785816
38	LI04	862	37522	127665	6362648	60071580
38	WE2430	1573	68596	227565	11330483	60880394
38	WS04	3022	128534	444184	22779549	59961916
38	WE2431	1559	68703	226380	11273956	60438992
38	WS05	3053	128018	439223	22626820	59379546
38	BB10	2837	121410	423138	21281704	56688638
38	CA14	2769	113745	401661	20203927	57075476
38	VG21	2941	121057	423922	21667410	58690912
38	CE29	3033	124911	438849	22552172	60938708
38	FC11	913	39947	131799	6596601	60946236
38	MM27	2835	114771	406029	20749230	58562826
38	NF30	2946	123213	431518	21961706	57878006
38	MI21	1460	64816	211371	10713599	61259582
38	FU14	2693	114437	398700	20356300	58326246
38	BB13	2854	118564	415418	21044138	56151330
38	WB20	1168	53334	177679	8739115	60171832
39	SH2514	3023	124518	435711	22421350	59786076
39	NF24	2998	125706	439399	22484789	59133380
39	WB13	1318	59143	195697	9686984	60819670
39	CW2212	1794	80974	266164	13152639	58714662
39	SH2515	3068	124797	437325	22450031	59638364
39	VR14	1679	77355	251351	12435169	59103244
39	DN26	1427	63677	206821	10268198	59393300
39	BU1031	1932	83229	272774	13546388	57315322
39	VT27	3025	126253	437939	22527250	60163700
39	CW2214	2068	90297	300027	15087214	60703484
39	BU04	1995	86633	284899	14039502	58709716
39	GC30	2750	114261	400886	20347238	57307136
39	DL2524	2855	124815	428757	21898682	57491202
39	VT29	2742	119275	415484	21116751	56503182
39	DL23523	3073	127601	442223	22701291	59476820
39	PZ29	1557	68788	223816	11070596	60738096
39	LI04	866	37456	127447	6357301	60025818
39	WE2430	1570	68476	227301	11302067	60834376
39	WS04	3020	128187	443757	22758597	59914678
39	WE2431	1561	68582	226278	11256762	60391564
39	WS05	3047	127677	439039	22612257	59331374
39	BB10	2831	121077	422730	21260871	56642208
39	CA14	2756	113560	401360	20188385	57030822
39	VG21	2936	120788	423802	21655444	58645492
39	CE29	3016	124604	438634	22531256	60889366
39	FC11	912	39805	131476	6581574	60900090
39	MM27	2823	114577	405839	20732104	58513980
39	NF30	2933	122969	431434	21948099	57827626
39	MI21	1458	64690	211012	10701637	61211716
39	FU14	2697	114133	398534	20340833	58286068
39	BB13	2839	118238	415210	21029321	56106388
39	WB20	1168	53158	177332	8723722	60125542
40	SH2514	3038	124735	435953	22431941	59822666
40	NF24	3005	125863	439559	22494610	59169180
40	WB13	1323	59190	195968	9695309	60852328
40	CW2212	1797	81020	266631	13168672	58738146
40	SH2515	3082	124954	437709	22464639	59672180
40	VR14	1682	77388	251496	12437358	59131418
40	DN26	1429	63733	207033	10273947	59420946
40	BU1031	1937	83244	273131	13555679	57336296
40	VT27	3040	126387	438064	22540593	60201414
40	CW2214	2082	90579	300864	15149274	60739000
40	BU04	1999	86641	285231	14052420	58732694
40	GC30	2760	114364	401222	20361437	57342746
40	DL2524	2872	125057	429262	21908544	57530618
40	VT29	2751	119370	415521	21125021	56544120
40	DL23523	3089	127806	442679	22715365	59515956
40	PZ29	1560	68798	223791	11063253	60770328
40	LI04	867	37481	127589	6351052	60056030
40	WE2430	1576	68579	227674	11328937	60867402
40	WS04	3036	128378	444305	22770709	59949204
40	WE2431	1567	68651	226572	11278309	60419690
40	WS05	3060	127928	439546	22618268	59372022
40	BB10	2839	121329	423350	21277642	56678916
40	CA14	2768	113576	401700	20198382	57062928
40	VG21	2939	120932	424135	21662759	58680622
40	CE29	3028	124752	438703	22538763	60927396
40	FC11	917	39902	131751	6588106	60931644
40	MM27	2835	114665	406037	20744205	58549310
40	NF30	2944	123093	431532	21959357	57862258
40	MI21	1463	64754	211393	10710060	61246444
40	FU14	2710	114331	398695	20349454	58314528
40	BB13	2852	118408	415793	21044402	56145120
40	WB20	1169	53190	177554	8716708	60155492
41	SH2514	3018	124273	433943	22394753	59734460
41	NF24	2992	125470	437477	22459087	59085414
41	WB13	1301	58934	194681	9668910	60761054
41	CW2212	1770	80896	265458	13151997	58647498
41	SH2515	3056	124554	435481	22424814	59583028
41	VR14	1647	77146	250181	12410375	59037586
41	DN26	1422	63577	206341	10263439	59331152
41	BU1031	1915	83039	271721	13530476	57254350
41	VT27	3000	125959	436066	22495031	60113856
41	CW2214	2040	90388	299518	15115572	60650188
41	BU04	1955	86446	283747	14021841	58648414
41	GC30	2742	114075	399384	20324507	57256988
41	DL2524	2841	124610	427273	21872204	57451122
41	VT29	2721	118978	413728	21086058	56462970
41	DL23523	3055	127490	440670	22679432	59427746
41	PZ29	1543	68593	222939	11047763	60679418
41	LI04	855	37377	126957	6345297	59964548
41	WE2430	1562	68407	226709	11300510	60776338
41	WS04	2997	127983	442237	22733580	59860586
41	WE2431	1531	68497	225262	11231549	60332922
41	WS05	3023	127587	437444	22581001	59279048
41	BB10	2825	120959	421308	21242218	56593850
41	CA14	2743	113358	400021	20166499	56979780
41	VG21	2918	120573	422011	21629734	58594332
41	CE29	3000	124459	436808	22501907	60839150
41	FC11	904	39733	130961	6571404	60841394
41	MM27	2816	114433	404261	20707700	58462846
41	NF30	2925	122766	429620	21927168	57778890
41	MI21	1445	64582	210220	10686921	61154068
41	FU14	2686	113991	396900	20317002	58228776
41	BB13	2830	118071	413547	21006976	56059948
41	WB20	1157	53027	176578	8705648	60067778
42	SH2514	3025	124577	434612	22410264	59779202
42	NF24	2994	125737	438190	22470799	59128496
42	WB13	1311	59162	195465	9701909	60806402
42	CW2212	1778	80971	265565	13162343	58698446
42	SH2515	3078	124856	436359	22443544	59626634
42	VR14	1662	77245	250223	12410801	59082326
42	DN26	1416	63596	205945	10233516	59373930
42	BU1031	1913	83113	271689	13525844	57294942
42	VT27	3035	126241	437035	22514347	60159620
42	CW2214	2058	90455	299508	15106132	60694232
42	BU04	1973	86463	283853	14018407	58688692
42	GC30	2743	114278	399961	20342655	57302048
42	DL2524	2858	124911	428233	21898116	57488094
42	VT29	2747	119232	414494	21106575	56502958
42	DL23523	3079	127718	441551	22696450	59470352
42	PZ29	1548	68737	223017	11056500	60725408
42	LI04	856	37450	127362	6347979	60009104
42	WE2430	1560	68339	226393	11275788	60818168
42	WS04	3026	128339	443197	22758807	59907700
42	WE2431	1545	68545	225335	11236161	60377830
42	WS05	3050	127828	438247	22602352	59323318
42	BB10	2833	121206	422007	21256632	56633704
42	CA14	2765	113551	400645	20184657	57026662
42	VG21	2924	120830	422828	21644944	58638650
42	CE29	3023	124717	437560	22521619	60881536
42	FC11	900	39818	131117	6578539	60883770
42	MM27	2827	114643	405058	20725751	58508998
42	NF30	2930	123007	430370	21935560	57820368
42	MI21	1455	64614	210589	10676661	61197518
42	FU14	2696	114174	397573	20333830	58276938
42	BB13	2840	118359	414459	21024744	56099294
42	WB20	1161	53123	176555	8691485	60111896
43	SH2514	3022	124539	434791	22425378	59822324
43	NF24	2999	125731	438402	22489769	59166170
43	WB13	1306	59061	195234	9702690	60847604
43	CW2212	1780	80811	265793	13161488	58746062
43	SH2515	3065	124843	436575	22460299	59671814
43	VR14	1667	77037	250458	12435716	59127558
43	DN26	1416	63312	205905	10230674	59423494
43	BU1031	1912	82944	272177	13540860	57346494
43	VT27	3023	126289	437197	22538118	60201022
43	CW2214	2053	90131	299161	15098269	60732980
43	BU04	1974	86216	283855	14031221	58736888
43	GC30	2747	114322	400107	20358006	57341478
43	DL2524	2867	124818	428306	21915521	57532292
43	VT29	2746	119303	414640	21130125	56545122
43	DL23523	3070	127619	441658	22714222	59509104
43	PZ29	1544	68480	222897	11058972	60767650
43	LI04	863	37289	126951	6351624	60050986
43	WE2430	1556	68280	226534	11298710	60860774
43	WS04	3027	128236	443175	22775941	59947714
43	WE2431	1545	68134	225044	11238820	60419770
43	WS05	3056	127758	438326	22621968	59364976
43	BB10	2824	121052	422024	21269820	56663816
43	CA14	2752	113507	400870	20200577	57062876
43	VG21	2931	120731	423113	21665268	58678498
43	CE29	3020	124615	437909	22542934	60919762
43	FC11	911	39655	130905	6578297	60925532
43	MM27	2815	114621	405110	20742623	58548776
43	NF30	2934	122956	430403	21953195	57854996
43	MI21	1448	64395	210268	10688925	61239510
43	FU14	2702	114198	397673	20350791	58315388
43	BB13	2834	118304	414635	21039705	56137498
43	WB20	1158	52948	176547	8705373	60152982
44	SH2514	3050	125300	438107	22645634	60411064
44	NF24	3020	126523	441624	22707507	59750752
44	WB13	1321	59510	196941	9800114	61447898
44	CW2212	1797	81321	267529	13289401	59315868
44	SH2515	3093	125579	439773	22677522	60257642
44	VR14	1680	77688	252455	12558132	59709044
44	DN26	1429	63902	207542	10340310	60004450
44	BU1031	1935	83636	274089	13681348	57901772
44	VT27	3047	127030	440224	22751567	60794168
44	CW2214	2082	90923	301877	15265569	61334216
44	BU04	1997	87017	286211	14178264	59309798
44	GC30	2771	115002	403143	20556526	57907746
44	DL2524	2881	125660	431378	22121330	58095320
44	VT29	2765	120012	417613	21327521	57098404
44	DL23523	3097	128477	444911	22932728	60099400
44	PZ29	1560	69110	224756	11177000	61365820
44	LI04	868	37673	128201	6421611	60643398
44	WE2430	1575	68766	228214	11408596	61462462
44	WS04	3046	129074	446529	22996124	60539164
44	WE2431	1567	68985	227461	11374150	61012354
44	WS05	3072	128553	441596	22840711	59951058
44	BB10	2856	121918	425238	21478600	57232232
44	CA14	2778	114223	403689	20393714	57626444
44	VG21	2952	121539	426063	21871917	59256748
44	CE29	3041	125428	440978	22758837	61523264
44	FC11	916	40039	132101	6652046	61527620
44	MM27	2846	115315	408042	20942391	59127026
44	NF30	2954	123731	433633	22166432	58428194
44	MI21	1463	65024	212116	10800633	61844074
44	FU14	2718	114943	400666	20544795	58888946
44	BB13	2859	119041	417686	21243168	56694564
44	WB20	1169	53501	178295	8810782	60745650
45	SH2514	3020	123979	434505	22445645	59889798
45	NF24	2986	125337	438010	22515026	59233854
45	WB13	1319	58922	195347	9710068	60913770
45	CW2212	1788	80670	265637	13176134	58799300
45	SH2515	3054	124209	436157	22477852	59738884
45	VR14	1670	76989	250476	12445130	59189808
45	DN26	1418	63247	206041	10246011	59483454
45	BU1031	1922	82852	272166	13572146	57392456
45	VT27	3018	125724	436625	22552521	60271076
45	CW2214	2072	90214	299851	15154598	60804448
45	BU04	1987	86320	284401	14066851	58793398
45	GC30	2741	113846	399935	20382637	57410248
45	DL2524	2849	124374	427694	21928569	57592016
45	VT29	2734	118822	414343	21143257	56605314
45	DL23523	3062	127112	441207	22732206	59584116
45	PZ29	1553	68491	223164	11083868	60833010
45	LI04	865	37306	127237	6366971	60116354
45	WE2430	1569	68173	226552	11301035	60927500
45	WS04	3010	127800	442791	22798267	60019666
45	WE2431	1560	68326	225644	11265281	60482400
45	WS05	3037	127264	437852	22644697	59434334
45	BB10	2830	120782	421709	21297020	56739858
45	CA14	2745	113219	400613	20221773	57131782
45	VG21	2927	120389	422590	21686891	58747050
45	CE29	3007	124283	437341	22560703	60991090
45	FC11	911	39709	131284	6598042	60992964
45	MM27	2816	114213	404738	20763654	58619988
45	NF30	2923	122560	430099	21978183	57920792
45	MI21	1454	64391	210652	10710928	61306728
45	FU14	2688	113831	397567	20370413	58382248
45	BB13	2827	117839	414314	21062600	56208808
45	WB20	1162	52931	176896	8740091	60219188
46	SH2514	3036	124021	434962	22422800	59811860
46	NF24	3008	125189	438471	22486122	59160608
46	WB13	1311	58896	195706	9715056	60837808
46	CW2212	1788	80422	265677	13157688	58723028
46	SH2515	3082	124369	436787	22455626	59660942
46	VR14	1677	76925	250805	12440443	59113262
46	DN26	1421	63141	206069	10241771	59406260
46	BU1031	1929	82587	272341	13547812	57321526
46	VT27	3039	125712	437307	22531656	60190456
46	CW2214	2071	89890	299817	15124223	60725660
46	BU04	1992	86102	284324	14042421	58718538
46	GC30	2764	113940	400233	20356475	57333830
46	DL2524	2872	124420	428361	21907181	57518288
46	VT29	2759	118745	414755	21121390	56532604
46	DL23523	3088	127165	441783	22708156	59505302
46	PZ29	1556	68348	223139	11072009	60757266
46	LI04	858	37261	127122	6350603	60040194
46	WE2430	1571	68147	226971	11314609	60851152
46	WS04	3037	127837	443353	22771187	59940358
46	WE2431	1558	68078	225639	11258124	60404920
46	WS05	3058	127291	438453	22618128	59357220
46	BB10	2845	120655	422267	21270071	56665610
46	CA14	2773	113126	400891	20192456	57055552
46	VG21	2945	120271	423086	21657604	58669428
46	CE29	3034	124141	437799	22533147	60913390
46	FC11	912	39617	131109	6585900	60916816
46	MM27	2832	114139	405170	20735761	58540204
46	NF30	2943	122470	430697	21952738	57848092
46	MI21	1455	64247	210482	10696065	61230142
46	FU14	2707	113805	397899	20343938	58304908
46	BB13	2852	117810	414684	21033084	56132046
46	WB20	1161	52927	177106	8725263	60141400
47	SH2514	3022	124535	435640	22413470	59770254
47	NF24	2997	125778	439401	22473029	59122190
47	WB13	1314	59207	195952	9705543	60799556
47	CW2212	1784	80915	266273	13152418	58683928
47	SH2515	3061	124778	437275	22436792	59621504
47	VR14	1668	77275	251184	12429622	59075932
47	DN26	1419	63550	206451	10233907	59364408
47	BU1031	1921	83157	272982	13541604	57284408
47	VT27	3025	126261	438096	22519230	60149492
47	CW2214	2065	90421	300558	15127029	60685978
47	BU04	1990	86646	285016	14039901	58683184
47	GC30	2760	114269	400835	20341664	57291698
47	DL2524	2868	124960	429208	21896424	57478946
47	VT29	2750	119319	415508	21105173	56486158
47	DL23523	3079	127739	442566	22702060	59466786
47	PZ29	1549	68651	223318	11054136	60717128
47	LI04	862	37400	127384	6354217	60002338
47	WE2430	1567	68399	226998	11298956	60813524
47	WS04	3023	128299	444166	22756532	59900120
47	WE2431	1555	68574	226171	11269517	60365840
47	WS05	3060	127774	439259	22606255	59315954
47	BB10	2832	121238	422962	21260284	56629508
47	CA14	2760	113539	401499	20182846	57013048
47	VG21	2928	120814	423709	21645244	58626760
47	CE29	3020	124712	438645	22522238	60874234
47	FC11	915	39837	131420	6584633	60879206
47	MM27	2828	114571	405827	20721444	58499074
47	NF30	2935	123037	431463	21939064	57813756
47	MI21	1453	64628	210915	10691535	61191334
47	FU14	2691	114277	398625	20331740	58262790
47	BB13	2838	118326	415342	21025264	56092056
47	WB20	1163	53202	177276	8718865	60103394
48	SH2514	3025	124227	433978	22414548	59768684
48	NF24	2995	125331	436950	22473578	59117152
48	WB13	1316	58899	195213	9710659	60799024
48	CW2212	1784	80671	264745	13142344	58682842
48	SH2515	3076	124432	435502	22444174	59617806
48	VR14	1674	77142	250312	12431695	59071502
48	DN26	1422	63400	205683	10247911	59362448
48	BU1031	1923	82961	271430	13539072	57283686
48	VT27	3003	125849	436092	22519776	60149056
48	CW2214	2067	90258	298945	15119812	60685718
48	BU04	1986	86396	283453	14031656	58678966
48	GC30	2749	113861	398993	20340213	57289308
48	DL2524	2846	124451	426919	21891112	57477298
48	VT29	2744	118927	413525	21109045	56486948
48	DL23523	3072	127230	440351	22697483	59467904
48	PZ29	1548	68476	222329	11056881	60715592
48	LI04	861	37337	127139	6359531	60000308
48	WE2430	1561	68074	225442	11277743	60812814
48	WS04	3008	127839	442075	22759504	59899278
48	WE2431	1563	68550	225488	11268349	60363540
48	WS05	3037	127253	437291	22608355	59315180
48	BB10	2830	120770	420961	21259055	56624318
48	CA14	2740	113125	399520	20181990	57013208
48	VG21	2925	120387	421639	21641319	58626372
48	CE29	3014	124248	436565	22522466	60873100
48	FC11	908	39727	131088	6591294	60878070
48	MM27	2817	114191	403989	20722006	58496586
48	NF30	2911	122488	429193	21933235	57810110
48	MI21	1448	64374	209700	10690967	61190626
48	FU14	2683	113842	396697	20331636	58263152
48	BB13	2827	117883	413404	21021762	56090066
48	WB20	1167	52868	176410	8720378	60103742
49	SH2514	3029	124276	434212	22401703	59761942
49	NF24	3003	125247	437384	22454954	59111548
49	WB13	1314	58975	195434	9715546	60793668
49	CW2212	1784	80624	265727	13158278	58682032
49	SH2515	3076	124452	435528	22433319	59610546
49	VR14	1666	76969	250477	12423836	59071224
49	DN26	1424	63418	206088	10241742	59360060
49	BU1031	1927	82966	272032	13545058	57282370
49	VT27	3026	125884	435995	22508752	60142068
49	CW2214	2064	89983	298779	15094953	60677528
49	BU04	1984	86325	284080	14037144	58677924
49	GC30	2764	113878	399162	20333002	57283616
49	DL2524	2864	124513	427192	21872746	57471628
49	VT29	2747	118986	413746	21100734	56479052
49	DL23523	3076	127328	440735	22675518	59455542
49	PZ29	1549	68582	222907	11064298	60710154
49	LI04	862	37307	127219	6358947	59996050
49	WE2430	1568	68073	226235	11283392	60805654
49	WS04	3029	127936	442329	22741471	59887896
49	WE2431	1557	68347	225659	11268471	60360106
49	WS05	3057	127343	437358	22595083	59305198
49	BB10	2841	120784	421398	21251651	56619928
49	CA14	2766	113141	399849	20171172	57005518
49	VG21	2944	120430	422010	21632221	58620088
49	CE29	3023	124218	436756	22510520	60865088
49	FC11	912	39765	131198	6589411	60870944
49	MM27	2830	114216	404322	20712986	58489248
49	NF30	2941	122534	429667	21923076	57799954
49	MI21	1451	64544	210626	10692180	61183616
49	FU14	2702	113937	396747	20318260	58254838
49	BB13	2844	118045	413793	21010425	56087766
49	WB20	1159	52888	176709	8722143	60097648
50	SH2514	3032	124836	435402	22437134	59854702
50	NF24	2982	126057	439008	22497250	59201130
50	WB13	1319	59285	196000	9713370	60887500
50	CW2212	1792	81126	266187	13176869	58779246
50	SH2515	3062	125123	437157	22468891	59703470
50	VR14	1676	77441	251045	12438183	59168422
50	DN26	1423	63674	206550	10250077	59456428
50	BU1031	1931	83365	272729	13562150	57378176
50	VT27	3025	126569	437768	22544837	60234042
50	CW2214	2069	90494	299602	15092735	60770156
50	BU04	1992	86771	284937	14055158	58771030
50	GC30	2741	114529	400691	20364257	57375568
50	DL2524	2866	125114	428491	21910490	57558948
50	VT29	2745	119612	415231	21132975	56575336
50	DL23523	3075	127932	441972	22714556	59546526
50	PZ29	1557	68840	223594	11074968	60805408
50	LI04	867	37528	127672	6363389	60091000
50	WE2430	1571	68496	227003	11298696	60900632
50	WS04	3028	128558	443741	22779022	59981294
50	WE2431	1561	68743	226676	11294010	60454422
50	WS05	3054	128049	438668	22625798	59399496
50	BB10	2830	121365	422542	21276396	56703094
50	CA14	2757	113804	401207	20205677	57097910
50	VG21	2930	121082	423263	21665569	58710982
50	CE29	3024	124918	438180	22545151	60957350
50	FC11	914	39947	131679	6595323	60964322
50	MM27	2815	114844	405508	20744938	58582276
50	NF30	2924	123244	430928	21960523	57889032
50	MI21	1459	64771	210966	10700639	61277192
50	FU14	2699	114484	398337	20351968	58347404
50	BB13	2834	118546	415105	21042464	56170678
50	WB20	1165	53295	177282	8723147	60192646
51	SH2514	3032	124481	434839	22494000	60004902
51	NF24	3005	125669	438401	22556929	59348410
51	WB13	1313	58956	195116	9715353	61029276
51	CW2212	1783	80801	265631	13196034	58917284
51	SH2515	3076	124742	436557	22527900	59850930
51	VR14	1668	77099	250407	12459251	59303508
51	DN26	1416	63378	205893	10263440	59597388
51	BU1031	1920	83021	272077	13580471	57511706
51	VT27	3032	126236	437076	22605644	60384690
51	CW2214	2070	90304	299689	15157924	60918538
51	BU04	1984	86386	284066	14074770	58906988
51	GC30	2761	114223	399972	20420475	57518682
51	DL2524	2866	124750	428097	21970877	57705826
51	VT29	2752	119294	414689	21190555	56717104
51	DL23523	3083	127566	441570	22775465	59694462
51	PZ29	1549	68571	222806	11090238	60950168
51	LI04	868	37342	127047	6370520	60232368
51	WE2430	1566	68177	226077	11309730	61044708
51	WS04	3031	128205	443214	22842191	60131158
51	WE2431	1564	68580	225908	11301019	60598538
51	WS05	3059	127731	438392	22690239	59546638
51	BB10	2843	121017	421966	21332345	56840238
51	CA14	2766	113472	400636	20258847	57239302
51	VG21	2938	120739	422876	21726346	58858858
51	CE29	3027	124567	437644	22604868	61106792
51	FC11	913	39784	131045	6600375	61109344
51	MM27	2835	114516	405099	20803224	58729418
51	NF30	2941	122904	430553	22032143	58048494
51	MI21	1453	64429	210248	10713391	61423474
51	FU14	2706	114179	397686	20409137	58494064
51	BB13	2847	118227	414567	21101496	56310432
51	WB20	1167	53099	176952	8746032	60333258
52	SH2514	3050	125456	438501	22656759	60438632
52	NF24	3022	126642	442013	22718605	59778624
52	WB13	1323	59531	197055	9802735	61476440
52	CW2212	1799	81458	267902	13299017	59342828
52	SH2515	3094	125718	440153	22688709	60285792
52	VR14	1683	77797	252759	12565838	59736624
52	DN26	1430	63963	207720	10344618	60032308
52	BU1031	1937	83721	274465	13690205	57927104
52	VT27	3049	127170	440640	22762815	60822416
52	CW2214	2083	90990	302082	15272242	61362532
52	BU04	1999	87147	286587	14188193	59336770
52	GC30	2774	115098	403413	20565700	57934130
52	DL2524	2881	125780	431692	22131691	58121468
52	VT29	2765	120146	417975	21337347	57124844
52	DL23523	3098	128617	445256	22943786	60127558
52	PZ29	1561	69148	224891	11181533	61394380
52	LI04	868	37687	128255	6423392	60671470
52	WE2430	1576	68817	228402	11412666	61490974
52	WS04	3047	129201	446888	23007478	60567510
52	WE2431	1567	69007	227535	11376934	61040586
52	WS05	3072	128683	441936	22852109	59979260
52	BB10	2857	122036	425590	21489405	57259394
52	CA14	2780	114347	404015	20404131	57653842
52	VG21	2954	121654	426407	21882939	59284364
52	CE29	3043	125555	441340	22770210	61551862
52	FC11	917	40099	132267	6655804	61556186
52	MM27	2847	115420	408388	20952095	59154230
52	NF30	2956	123854	434020	22177437	58455860
52	MI21	1463	65071	212265	10805665	61872878
52	FU14	2718	115057	401016	20554493	58916424
52	BB13	2861	119159	418029	21253267	56720738
52	WB20	1171	53515	178405	8813427	60773542
53	SH2514	3024	124091	434589	22482931	59969746
53	NF24	2984	125406	438103	22544634	59310722
53	WB13	1312	58916	195486	9730227	60994462
53	CW2212	1785	80614	265022	13186450	58879640
53	SH2515	3067	124488	436406	22518449	59817216
53	VR14	1667	76998	249839	12461719	59269246
53	DN26	1424	63353	205556	10261692	59564710
53	BU1031	1926	82876	271686	13575421	57474162
53	VT27	3028	125858	436803	22592582	60350184
53	CW2214	2064	89999	298913	15144217	60884078
53	BU04	1985	86217	283506	14068547	58872556
53	GC30	2744	113947	399885	20410195	57487134
53	DL2524	2856	124555	427863	21961491	57672400
53	VT29	2746	118964	414289	21179926	56687302
53	DL23523	3058	127217	441174	22766968	59658756
53	PZ29	1552	68556	222828	11094605	60912924
53	LI04	858	37177	126694	6366832	60193700
53	WE2430	1560	68198	226325	11322556	61006998
53	WS04	3014	127711	442653	22828484	60099610
53	WE2431	1555	68298	225240	11279132	60559964
53	WS05	3050	127388	437992	22679079	59518758
53	BB10	2833	120764	421640	21322415	56809476
53	CA14	2755	113107	400262	20248766	57208060
53	VG21	2925	120293	422454	21714105	58821894
53	CE29	3012	124185	437265	22593061	61071228
53	FC11	907	39664	130878	6597736	61073722
53	MM27	2831	114236	404675	20791564	58696300
53	NF30	2916	122634	430062	22006839	58001416
53	MI21	1453	64311	209876	10710627	61386412
53	FU14	2697	113877	397547	20396769	58459864
53	BB13	2837	117878	414373	21090248	56279712
53	WB20	1163	52829	176385	8733186	60294772
54	SH2514	3025	124576	434418	22407933	59793322
54	NF24	3007	125748	438149	22472138	59137456
54	WB13	1316	59159	195370	9708625	60817134
54	CW2212	1784	80896	265408	13161444	58702610
54	SH2515	3073	124899	436196	22440715	59640926
54	VR14	1672	77243	250555	12442736	59093892
54	DN26	1413	63474	205676	10228407	59388586
54	BU1031	1926	83181	271712	13546796	57301386
54	VT27	3025	126336	436830	22516660	60172210
54	CW2214	2071	90382	299149	15113982	60706616
54	BU04	1982	86651	284186	14043705	58699010
54	GC30	2762	114308	399592	20343327	57316370
54	DL2524	2866	124899	427652	21896188	57501510
54	VT29	2743	119403	414324	21107784	56523004
54	DL23523	3080	127757	441120	22696311	59484014
54	PZ29	1547	68728	222942	11070562	60735434
54	LI04	866	37471	127023	6350251	60020050
54	WE2430	1561	68346	226506	11295339	60829414
54	WS04	3033	128302	442843	22758181	59920734
54	WE2431	1558	68616	225771	11270328	60384958
54	WS05	3060	127960	438371	22613929	59338676
54	BB10	2847	121115	421823	21259215	56648288
54	CA14	2762	113514	400210	20183729	57040666
54	VG21	2930	120756	422485	21642880	58652192
54	CE29	3023	124628	437364	22521162	60896454
54	FC11	911	39849	131069	6586833	60896610
54	MM27	2828	114603	404682	20724115	58521984
54	NF30	2937	122891	430203	21938420	57837540
54	MI21	1447	64640	210394	10691834	61209148
54	FU14	2703	114260	397370	20334103	58288190
54	BB13	2843	118345	414369	21024341	56116074
54	WB20	1161	53193	176863	8715867	60120194
56	SH2514	3035	124388	435660	22438693	59856234
56	NF24	3010	125553	439098	22496832	59203478
56	WB13	1322	59109	196088	9714277	60887316
56	CW2212	1791	80867	266496	13193771	58768878
56	SH2515	3081	124642	437291	22471016	59704766
56	VR14	1675	77143	251064	12448160	59159994
56	DN26	1429	63662	207041	10278284	59454074
56	BU1031	1930	83140	272968	13568627	57368756
56	VT27	3032	126233	437873	22547767	60235890
56	CW2214	2074	90235	300213	15136501	60776528
56	BU04	1990	86548	284978	14063303	58763736
56	GC30	2759	114184	400561	20366903	57375108
56	DL2524	2866	124721	428822	21917951	57561750
56	VT29	2752	119196	415245	21134589	56568716
56	DL23523	3086	127539	442325	22721155	59549186
56	PZ29	1555	68579	223621	11076871	60804774
56	LI04	867	37424	127584	6363251	60089900
56	WE2430	1567	68376	227256	11321152	60901452
56	WS04	3030	128062	444103	22784530	59983580
56	WE2431	1562	68394	225891	11255982	60457286
56	WS05	3056	127567	439037	22628962	59399998
56	BB10	2842	121022	422879	21281028	56710800
56	CA14	2765	113330	401247	20207707	57096982
56	VG21	2938	120534	423667	21669668	58712634
56	CE29	3032	124482	438450	22550030	60961362
56	FC11	914	39820	131611	6600906	60966060
56	MM27	2831	114410	405687	20748426	58583866
56	NF30	2945	122746	431257	21961199	57899606
56	MI21	1459	64517	210851	10701095	61280120
56	FU14	2708	114061	398414	20355069	58346834
56	BB13	2843	118193	415195	21042194	56178086
56	WB20	1169	53124	177507	8735033	60189556
57	SH2514	3040	124512	435579	22448835	59868016
57	NF24	3010	125623	439113	22509027	59218378
57	WB13	1320	59113	195896	9726024	60897236
57	CW2212	1792	80918	266105	13191442	58778114
57	SH2515	3085	124805	437111	22481150	59718532
57	VR14	1676	77254	250902	12453245	59171082
57	DN26	1422	63551	206644	10261943	59463514
57	BU1031	1929	83081	272675	13567726	57380042
57	VT27	3042	126111	437641	22555635	60249284
57	CW2214	2077	90396	300263	15148376	60784108
57	BU04	1993	86527	284708	14062898	58777486
57	GC30	2762	114242	400704	20377155	57387062
57	DL2524	2875	124819	428847	21932995	57573080
57	VT29	2757	119143	415031	21143606	56583198
57	DL23523	3089	127673	442304	22735034	59560646
57	PZ29	1555	68655	223176	11081841	60815354
57	LI04	867	37377	127281	6364842	60099338
57	WE2430	1571	68392	226921	11320653	60910752
57	WS04	3041	128252	443994	22797639	59996130
57	WE2431	1561	68506	225902	11272315	60466696
57	WS05	3062	127629	438996	22642341	59412644
57	BB10	2850	121037	422832	21288683	56719574
57	CA14	2772	113434	401301	20215934	57109808
57	VG21	2947	120668	423487	21681023	58723810
57	CE29	3034	124551	438360	22560656	60972974
57	FC11	911	39737	131180	6595377	60975924
57	MM27	2841	114499	405743	20760290	58596024
57	NF30	2948	122824	431159	21973912	57903502
57	MI21	1455	64587	210640	10709738	61289740
57	FU14	2711	114155	398307	20368172	58362198
57	BB13	2853	118194	415212	21055045	56184452
57	WB20	1167	53043	177066	8736348	60198358
58	SH2514	3041	124477	434956	22456823	59893496
58	NF24	3013	125704	438566	22520074	59237308
58	WB13	1319	59175	195813	9716406	60919446
58	CW2212	1785	80691	265443	13158757	58804470
