Jackknife_ID	Sum_fxy_HIGH	Sum_fyx_HIGH	Sum_fxy_MODERATE	Sum_fyx_MODERATE	Sum_fxy_LOW	Sum_fyx_LOW	Sum_fxy_MODIFIER	Sum_fyx_MODIFIER	Sum_fxy_INTERGENIC	Sum_fyx_INTERGENIC
61	431.412500	373.637500	13022.654167	11088.804167	37927.739583	32958.672917	2312943.579169	1998741.862498	1258929.714583	1085842.247915
62	431.754167	373.329167	13119.175000	11181.333333	37899.858333	33011.933333	2309653.212502	1997641.604165	1258112.645833	1085910.062499
63	434.000000	376.108333	13168.839583	11211.522917	38141.520833	33190.070833	2314201.020835	1999141.295832	1258051.808333	1084525.016665
64	434.441667	374.883333	13166.197917	11217.806250	38072.235417	33083.652083	2312933.958335	1999026.983332	1258822.029166	1086222.795832
65	433.216667	371.241667	13134.731250	11163.364583	38046.577083	33065.835417	2316931.922919	2000942.481248	1262457.856250	1088277.922915
66	435.516667	376.225000	13231.512500	11277.637500	38362.647917	33345.464583	2331948.639586	2015297.272915	1269383.727083	1094876.643749
67	436.483333	376.300000	13154.064583	11213.264583	38184.018750	33183.660417	2318479.083336	2002861.783332	1259589.477083	1086040.318749
68	436.233333	375.391667	13158.912500	11222.379167	38135.087500	33162.554167	2312634.331252	1998269.831248	1257798.941666	1084551.108332
69	435.533333	377.258333	13214.085417	11258.385417	38279.358333	33279.333333	2313540.006252	1999105.181248	1257556.943750	1084608.352082
6	431.879167	375.270833	13061.375000	11132.258333	38017.560417	33052.002083	2312230.187502	1997590.095832	1261613.841666	1088122.724999
70	437.037500	377.529167	13186.625000	11235.808333	38232.860417	33232.302083	2312660.318752	1998043.685415	1254884.954166	1082097.279165
71	435.812500	375.837500	13202.704167	11249.579167	38189.835417	33194.543750	2312493.414585	1998599.931248	1259805.812500	1086748.562499
72	437.770833	376.504167	13219.050000	11253.491667	38265.575000	33254.291667	2325626.558336	2009851.208332	1265789.089583	1091786.806249
73	435.725000	377.216667	13194.552083	11251.710417	38184.320833	33205.429167	2315807.404169	2001557.029165	1259473.785416	1086654.827082
74	436.204167	377.779167	13204.900000	11242.541667	38223.850000	33212.450000	2312377.608335	1998334.266665	1258460.343750	1085269.577082
75	435.779167	376.845833	13169.479167	11230.629167	38166.185417	33179.568750	2313148.377085	1998664.193748	1259375.779166	1085753.587499
76	434.185417	374.018750	13122.985417	11185.802083	38006.989583	33035.856250	2310166.264585	1997668.756248	1260015.385416	1087356.718749
77	436.729167	376.687500	13181.112500	11225.129167	38125.741667	33099.500000	2314003.285419	1999155.443748	1260232.235416	1086644.577082
78	436.287500	375.945833	13193.889583	11239.214583	38312.485417	33281.810417	2332270.891669	2015316.899998	1269524.806250	1094982.639582
79	435.912500	376.354167	13184.379167	11239.004167	38193.968750	33204.777083	2316069.885419	2000897.410415	1259423.672916	1085824.422915
7	432.575000	372.316667	13138.287500	11185.712500	38101.508333	33082.858333	2312140.743752	1998218.260415	1258552.570833	1085541.979165
80	437.329167	377.887500	13168.968750	11213.227083	38141.295833	33189.270833	2311695.262502	1998031.962498	1257489.000000	1084567.933332
81	435.345833	376.770833	13154.491667	11228.183333	38209.168750	33227.302083	2313481.887502	1999729.087498	1256218.070833	1083524.095832
82	437.412500	376.120833	13222.027083	11268.885417	38313.489583	33273.814583	2313693.083335	1998875.799998	1256778.243750	1083733.702082
83	437.975000	377.633333	13228.472917	11252.064583	38334.962500	33305.504167	2325846.389586	2009773.914582	1265398.477083	1091322.285415
84	433.579167	373.629167	13074.468750	11122.710417	37928.464583	32978.439583	2317055.777085	2001781.352082	1261817.075000	1088013.774999
85	437.220833	375.195833	13149.268750	11212.627083	38186.975000	33197.583333	2312334.164585	1997982.372915	1259880.700000	1086431.291665
86	436.683333	376.025000	13208.702083	11250.460417	38255.379167	33243.987500	2312507.966669	1997784.449998	1259418.027083	1085979.685415
87	437.433333	376.258333	13150.525000	11204.366667	38116.900000	33115.158333	2314103.439585	1999703.389582	1260960.764583	1087756.272915
88	437.779167	377.420833	13264.768750	11305.010417	38446.064583	33421.664583	2332072.275002	2015253.883332	1268835.647916	1094440.756249
89	435.400000	373.058333	13144.975000	11201.100000	38048.237500	33076.687500	2318906.216669	2003869.233332	1261727.464583	1088232.464582
8	435.508333	374.366667	13158.968750	11232.693750	38156.897917	33191.272917	2308429.166669	1997214.591665	1255382.727083	1084372.960415
90	429.241667	371.841667	13095.631250	11156.789583	37863.700000	32900.025000	2311818.160419	1997938.485415	1260634.402083	1087540.135415
