Jackknife	Origin	Alternate_HIGH	Total_HIGH	Alternate_MODERATE	Total_MODERATE	Alternate_LOW	Total_LOW	Alternate_MODIFIER	Total_MODIFIER	Alternate_INTERGENIC	Total_INTERGENIC
94	introduced	4287	11752	141675	386224	394867	1020728	23258538	60739982	12588497	33131634
94	native	11927	34668	398940	1140884	1119096	3015122	65195413	178343988	35283641	97296640
95	introduced	4249	11604	140563	383020	392407	1014758	23230578	60678616	12570791	33091086
95	native	11805	34240	395753	1131650	1112256	2997368	65108713	178160492	35230357	97175134
96	introduced	4316	11768	141794	386102	394372	1018946	23298553	60825846	12613473	33188272
96	native	11975	34702	399183	1140488	1117549	3009542	65299827	178590326	35347756	97458420
97	introduced	4198	11536	141184	384884	392552	1014908	23235246	60678980	12595515	33147678
97	native	11670	34038	397522	1137032	1113014	2997696	65131528	178160750	35302992	97342824
98	introduced	4282	11730	141709	386030	394844	1020828	23231676	60669166	12551008	33031006
98	native	11947	34626	398914	1140396	1119099	3015246	65121832	178129546	35175964	96995768
99	introduced	4301	11760	142244	387164	396140	1023994	23268977	60749978	12573376	33081712
99	native	11967	34718	400355	1143788	1122483	3024690	65220079	178374756	35239864	97150110
9	introduced	4315	11808	142064	387964	395851	1024834	23260017	60827570	12568129	33127642
9	native	11999	34832	400131	1146094	1121951	3027320	65194462	178610606	35222519	97290528
